PO_ID,PO_Date,Invoice_Date,Payment_Date,Category,Item_Description,Supplier_Name,Business_Unit,Quantity,Unit_Price,Total_Cost,Contract_Flag,PO_Year,PO_Month,PO_Quarter
PO-09309,2023-01-24,2023-02-09,2023-03-04,Raw Materials,Raw Materials - Item 584,PrimeChem Solutions,Supply Chain,30,2707.76,81232.8,Y,2023,1,Q1
PO-09310,2023-01-30,2023-02-09,2023-03-30,Raw Materials,Raw Materials - Item 968,SteelCore Industries,Operations,35,3382.11,118373.85,Y,2023,1,Q1
PO-09311,2023-09-09,2023-09-29,2023-10-23,MRO,MRO - Item 924,PrecisionParts Co,Operations,35,923.37,32317.95,N,2023,9,Q3
PO-09312,2023-12-13,2023-12-29,2024-01-12,Raw Materials,Raw Materials - Item 945,PrimeChem Solutions,Operations,44,3340.07,146963.08,Y,2023,12,Q4
PO-09313,2024-06-17,2024-06-24,2024-08-08,Facilities,Facilities - Item 332,BuildRight Maintenance,Finance,7,1427.8,9994.6,Y,2024,6,Q2
PO-09314,2023-10-03,2023-10-14,2023-10-27,Raw Materials,Raw Materials - Item 500,AlphaMetals Ltd,R&D,21,2603.78,54679.38,Y,2023,10,Q4
PO-09315,2024-03-31,2024-04-06,2024-04-25,MRO,MRO - Item 764,SafeGuard Equipment,R&D,43,76.08,3271.44,Y,2024,3,Q1
PO-09316,2023-09-18,2023-09-23,2023-10-29,Professional Services,Professional Services - Item 213,FinanceWise Advisory,Marketing,49,11105.9,544189.1,N,2023,9,Q3
PO-09317,2023-03-18,2023-04-02,2023-04-26,IT & Software,IT & Software - Item 715,InfraCloud Ltd,Finance,5,7310.32,36551.6,N,2023,3,Q1
PO-09318,2023-11-12,2023-12-02,2024-01-11,Raw Materials,Raw Materials - Item 924,GlobalMat Corp,Marketing,5,1443.41,7217.05,Y,2023,11,Q4
PO-09319,2023-01-24,2023-02-04,2023-03-07,Office Supplies,Office Supplies - Item 791,PrintMaster Co,IT,24,78.94,1894.56,Y,2023,1,Q1
PO-09320,2023-03-22,2023-04-10,2023-04-27,Logistics,Logistics - Item 959,FreightMaster Inc,Finance,17,4065.93,69120.81,Y,2023,3,Q1
PO-09321,2024-05-31,2024-06-12,2024-06-17,Raw Materials,Raw Materials - Item 909,GlobalMat Corp,Operations,26,1735.88,45132.88,Y,2024,5,Q2
PO-09322,2023-04-26,2023-05-10,2023-05-16,Raw Materials,Raw Materials - Item 933,EastCoast Polymers,Finance,24,3489.4,83745.6,Y,2023,4,Q2
PO-09323,2024-05-18,2024-05-27,2024-06-02,Office Supplies,Office Supplies - Item 354,PrintMaster Co,Operations,28,394.25,11039.0,Y,2024,5,Q2
PO-09324,2023-09-11,2023-09-20,2023-10-05,Raw Materials,Raw Materials - Item 111,SteelCore Industries,IT,24,3534.15,84819.6,N,2023,9,Q3
PO-09325,2024-04-22,2024-04-28,2024-06-07,IT & Software,IT & Software - Item 944,DataCore Solutions,Finance,9,883.8,7954.2,Y,2024,4,Q2
PO-09326,2023-06-10,2023-06-25,2023-07-23,MRO,MRO - Item 994,FastTrack MRO,Sales,43,803.06,34531.58,Y,2023,6,Q2
PO-09327,2023-07-12,2023-07-20,2023-08-30,IT & Software,IT & Software - Item 722,CloudTech Systems,IT,37,1878.72,69512.64,N,2023,7,Q3
PO-09328,2024-03-05,2024-03-20,2024-04-01,Logistics,Logistics - Item 515,SwiftLogistics Group,Supply Chain,50,1017.51,50875.5,Y,2024,3,Q1
PO-09329,2023-08-08,2023-08-14,2023-09-05,Facilities,Facilities - Item 847,CleanPro Services,R&D,32,1782.03,57024.96,Y,2023,8,Q3
PO-09330,2024-02-17,2024-02-27,2024-03-17,Professional Services,Professional Services - Item 410,Apex Consulting Group,Supply Chain,37,12939.93,478777.41,Y,2024,2,Q1
PO-09331,2024-06-16,2024-06-28,2024-07-12,Professional Services,Professional Services - Item 801,Apex Consulting Group,Marketing,14,2298.48,32178.72,Y,2024,6,Q2
PO-09332,2023-05-25,2023-06-07,2023-06-27,Raw Materials,Raw Materials - Item 644,NorthStar Composites,IT,14,4124.9,57748.6,N,2023,5,Q2
PO-09333,2024-03-22,2024-04-11,2024-05-20,Logistics,Logistics - Item 223,CrossBorder Express,R&D,11,4377.16,48148.76,N,2024,3,Q1
PO-09334,2023-07-17,2023-07-30,2023-08-19,Facilities,Facilities - Item 279,FaciliTech Corp,HR,20,2371.3,47426.0,Y,2023,7,Q3
PO-09335,2023-08-07,2023-08-12,2023-08-25,MRO,MRO - Item 299,FastTrack MRO,Supply Chain,38,368.45,14001.1,Y,2023,8,Q3
PO-09336,2024-02-29,2024-03-13,2024-04-10,IT & Software,IT & Software - Item 364,SoftEdge Inc,IT,24,5495.75,131898.0,Y,2024,2,Q1
PO-09337,2024-04-09,2024-04-15,2024-05-25,IT & Software,IT & Software - Item 539,InfraCloud Ltd,Supply Chain,36,11138.67,400992.12,N,2024,4,Q2
PO-09338,2023-11-25,2023-12-03,2024-01-18,Logistics,Logistics - Item 884,SwiftLogistics Group,IT,23,1542.93,35487.39,N,2023,11,Q4
PO-09339,2023-10-12,2023-10-18,2023-11-04,Logistics,Logistics - Item 715,CrossBorder Express,Finance,39,6619.25,258150.75,Y,2023,10,Q4
PO-09340,2023-06-23,2023-07-09,2023-07-23,Marketing,Marketing - Item 948,MediaEdge Solutions,IT,10,2042.6,20426.0,Y,2023,6,Q2
PO-09341,2023-06-23,2023-07-10,2023-07-29,Logistics,Logistics - Item 339,FreightMaster Inc,Operations,13,666.78,8668.14,N,2023,6,Q2
PO-09342,2023-02-27,2023-03-04,2023-04-19,Raw Materials,Raw Materials - Item 172,EastCoast Polymers,Marketing,3,2796.29,8388.87,Y,2023,2,Q1
PO-09343,2023-01-01,2023-01-07,2023-02-14,Professional Services,Professional Services - Item 543,HRPro Consultants,R&D,49,16734.66,819998.34,N,2023,1,Q1
PO-09344,2023-05-28,2023-06-08,2023-06-15,Facilities,Facilities - Item 591,CleanPro Services,IT,14,922.58,12916.12,Y,2023,5,Q2
PO-09345,2024-05-20,2024-06-08,2024-07-19,Professional Services,Professional Services - Item 459,LegalEdge Associates,Operations,46,9569.98,440219.08,N,2024,5,Q2
PO-09346,2024-01-12,2024-01-24,2024-02-04,Logistics,Logistics - Item 555,CleanPro Services,Sales,7,3052.21,21365.47,N,2024,1,Q1
PO-09347,2023-09-07,2023-09-17,2023-10-22,IT & Software,IT & Software - Item 484,SoftEdge Inc,IT,25,7799.33,194983.25,Y,2023,9,Q3
PO-09348,2023-07-14,2023-07-28,2023-08-14,Facilities,Facilities - Item 773,BuildRight Maintenance,IT,21,2827.6,59379.6,Y,2023,7,Q3
PO-09349,2023-10-14,2023-11-02,2023-11-10,Professional Services,Professional Services - Item 942,StrategyFirst Partners,Operations,50,15466.24,773312.0,Y,2023,10,Q4
PO-09350,2024-03-15,2024-04-01,2024-04-05,Facilities,Facilities - Item 947,CleanPro Services,Operations,32,430.35,13771.2,Y,2024,3,Q1
PO-09351,2024-01-19,2024-01-24,2024-02-16,Professional Services,Professional Services - Item 997,StrategyFirst Partners,Finance,17,17548.84,298330.28,Y,2024,1,Q1
PO-09352,2023-05-01,2023-05-07,2023-05-29,Professional Services,Professional Services - Item 962,LegalEdge Associates,Marketing,33,15365.94,507076.02,N,2023,5,Q2
PO-09353,2023-02-16,2023-03-01,2023-03-04,Logistics,Logistics - Item 427,FreightMaster Inc,Marketing,26,1133.45,29469.7,N,2023,2,Q1
PO-09354,2024-06-29,2024-07-10,2024-08-20,Office Supplies,Office Supplies - Item 107,DeskPro Supplies,Operations,25,35.73,893.25,Y,2024,6,Q2
PO-09355,2023-10-04,2023-10-16,2023-11-05,Logistics,Logistics - Item 410,LocalFreight Co,Operations,1,4838.0,4838.0,Y,2023,10,Q4
PO-09356,2023-04-27,2023-05-16,2023-06-25,Office Supplies,Office Supplies - Item 213,OfficeWorld Ltd,IT,18,385.45,6938.1,N,2023,4,Q2
PO-09357,2023-09-06,2023-09-26,2023-10-14,Raw Materials,Raw Materials - Item 177,OfficeWorld Ltd,Supply Chain,17,846.63,14392.71,Y,2023,9,Q3
PO-09358,2024-06-10,2024-06-20,2024-07-29,Professional Services,Professional Services - Item 982,StrategyFirst Partners,Operations,24,11305.88,271341.12,N,2024,6,Q2
PO-09359,2024-06-05,2024-06-23,2024-08-01,Facilities,Facilities - Item 599,BuildRight Maintenance,HR,43,2854.73,122753.39,N,2024,6,Q2
PO-09360,2024-02-22,2024-03-01,2024-03-08,Logistics,Logistics - Item 850,SwiftLogistics Group,Operations,44,7011.74,308516.56,Y,2024,2,Q1
PO-09361,2024-06-01,2024-06-06,2024-07-09,Raw Materials,Raw Materials - Item 237,AlphaMetals Ltd,Sales,11,5570.97,61280.67,N,2024,6,Q2
PO-09362,2023-02-28,2023-03-09,2023-03-22,IT & Software,IT & Software - Item 766,DataCore Solutions,Finance,30,755.45,22663.5,Y,2023,2,Q1
PO-09363,2024-04-04,2024-04-09,2024-04-30,Logistics,Logistics - Item 353,CrossBorder Express,IT,3,5252.44,15757.32,Y,2024,4,Q2
PO-09364,2023-06-10,2023-06-21,2023-06-27,Logistics,Logistics - Item 859,FreightMaster Inc,Finance,28,6271.61,175605.08,Y,2023,6,Q2
PO-09365,2023-10-30,2023-11-05,2023-11-22,Logistics,Logistics - Item 767,SwiftLogistics Group,R&D,28,2643.3,74012.4,Y,2023,10,Q4
PO-09366,2023-12-13,2023-12-26,2024-02-02,Raw Materials,Raw Materials - Item 394,AlphaMetals Ltd,Operations,44,2064.69,90846.36,Y,2023,12,Q4
PO-09367,2024-02-23,2024-02-29,2024-03-23,Office Supplies,Office Supplies - Item 641,DeskPro Supplies,Operations,7,15.05,105.35,N,2024,2,Q1
PO-09368,2024-03-05,2024-03-23,2024-05-02,Logistics,Logistics - Item 900,SwiftLogistics Group,Operations,30,593.48,17804.4,Y,2024,3,Q1
PO-09369,2023-04-03,2023-04-23,2023-05-27,Logistics,Logistics - Item 372,QuickShip Ltd,HR,26,1412.23,36717.98,Y,2023,4,Q2
PO-09370,2023-01-10,2023-01-20,2023-03-07,IT & Software,IT & Software - Item 480,CloudTech Systems,Marketing,3,6172.77,18518.31,N,2023,1,Q1
PO-09371,2023-10-30,2023-11-04,2023-12-29,MRO,MRO - Item 282,ProParts Inc,IT,7,1051.3,7359.1,N,2023,10,Q4
PO-09372,2024-04-10,2024-04-25,2024-05-04,Professional Services,Professional Services - Item 546,FinanceWise Advisory,HR,30,7126.92,213807.6,N,2024,4,Q2
PO-09373,2024-04-30,2024-05-08,2024-06-12,Facilities,Facilities - Item 993,BuildRight Maintenance,Operations,32,930.32,29770.24,Y,2024,4,Q2
PO-09374,2023-03-16,2023-03-26,2023-04-23,IT & Software,IT & Software - Item 374,DataCore Solutions,Operations,33,8472.22,279583.26,N,2023,3,Q1
PO-09375,2023-08-17,2023-08-31,2023-09-24,Raw Materials,Raw Materials - Item 305,NorthStar Composites,IT,34,2081.16,70759.44,N,2023,8,Q3
PO-09376,2024-02-09,2024-02-26,2024-03-03,Facilities,Facilities - Item 672,CleanPro Services,Operations,25,496.62,12415.5,Y,2024,2,Q1
PO-09377,2023-11-15,2023-12-04,2024-01-11,Raw Materials,Raw Materials - Item 726,SteelCore Industries,Supply Chain,15,2543.6,38154.0,Y,2023,11,Q4
PO-09378,2023-06-15,2023-06-25,2023-08-13,Logistics,Logistics - Item 246,CrossBorder Express,Operations,17,6306.05,107202.85,Y,2023,6,Q2
PO-09379,2023-01-25,2023-02-12,2023-02-16,MRO,MRO - Item 585,FastTrack MRO,Finance,10,1144.94,11449.4,Y,2023,1,Q1
PO-09380,2024-02-18,2024-03-09,2024-03-09,Logistics,Logistics - Item 585,SwiftLogistics Group,HR,19,5789.36,109997.84,N,2024,2,Q1
PO-09381,2023-12-25,2024-01-14,2024-02-05,IT & Software,IT & Software - Item 368,TechBridge Corp,IT,8,7718.84,61750.72,Y,2023,12,Q4
PO-09382,2023-05-04,2023-05-14,2023-06-13,Logistics,Logistics - Item 199,AlphaMetals Ltd,Finance,35,5125.62,179396.7,Y,2023,5,Q2
PO-09383,2024-06-05,2024-06-22,2024-07-25,Marketing,Marketing - Item 327,CreativeWorks Inc,IT,24,8181.24,196349.76,Y,2024,6,Q2
PO-09384,2024-03-15,2024-04-03,2024-04-06,Office Supplies,Office Supplies - Item 848,OfficeWorld Ltd,IT,40,105.75,4230.0,Y,2024,3,Q1
PO-09385,2023-07-25,2023-08-13,2023-09-20,Raw Materials,Raw Materials - Item 337,SteelCore Industries,Finance,14,3113.58,43590.12,Y,2023,7,Q3
PO-09386,2023-06-05,2023-06-18,2023-07-17,Professional Services,Professional Services - Item 757,StrategyFirst Partners,Finance,28,14706.94,411794.32,N,2023,6,Q2
PO-09387,2023-01-26,2023-01-31,2023-03-11,MRO,MRO - Item 416,ProParts Inc,Operations,20,919.21,18384.2,Y,2023,1,Q1
PO-09388,2023-12-12,2024-01-01,2024-02-02,Office Supplies,Office Supplies - Item 899,DeskPro Supplies,Marketing,21,444.19,9327.99,Y,2023,12,Q4
PO-09389,2023-12-30,2024-01-14,2024-02-23,IT & Software,IT & Software - Item 435,CloudTech Systems,Operations,27,10254.89,276882.03,Y,2023,12,Q4
PO-09390,2023-12-16,2024-01-05,2024-02-03,IT & Software,IT & Software - Item 932,CloudTech Systems,Sales,42,13090.89,549817.38,Y,2023,12,Q4
PO-09391,2023-05-07,2023-05-15,2023-06-27,Office Supplies,Office Supplies - Item 323,OfficeWorld Ltd,Supply Chain,42,129.82,5452.44,N,2023,5,Q2
PO-09392,2023-12-23,2024-01-10,2024-01-12,Raw Materials,Raw Materials - Item 751,SteelCore Industries,Supply Chain,10,1477.86,14778.6,Y,2023,12,Q4
PO-09393,2024-01-31,2024-02-09,2024-03-25,IT & Software,IT & Software - Item 110,CloudTech Systems,R&D,19,10329.01,196251.19,Y,2024,1,Q1
PO-09394,2024-03-13,2024-03-28,2024-04-08,Raw Materials,Raw Materials - Item 567,SteelCore Industries,R&D,36,2579.29,92854.44,N,2024,3,Q1
PO-09395,2024-06-28,2024-07-04,2024-08-03,Facilities,Facilities - Item 655,BuildRight Maintenance,Operations,5,1928.71,9643.55,Y,2024,6,Q2
PO-09396,2023-11-04,2023-11-19,2023-12-12,Professional Services,Professional Services - Item 540,Apex Consulting Group,Finance,11,11332.09,124652.99,Y,2023,11,Q4
PO-09397,2024-04-08,2024-04-21,2024-05-27,Professional Services,Professional Services - Item 945,StrategyFirst Partners,Operations,42,8591.71,360851.82,Y,2024,4,Q2
PO-09398,2024-03-21,2024-04-01,2024-04-24,Raw Materials,Raw Materials - Item 800,GlobalMat Corp,IT,2,4114.5,8229.0,Y,2024,3,Q1
PO-09399,2023-01-24,2023-01-31,2023-03-24,Office Supplies,Office Supplies - Item 174,DeskPro Supplies,Finance,30,327.9,9837.0,Y,2023,1,Q1
PO-09400,2023-07-15,2023-07-21,2023-09-07,Raw Materials,Raw Materials - Item 764,NorthStar Composites,Operations,19,234.96,4464.24,Y,2023,7,Q3
PO-09401,2023-09-14,2023-09-25,2023-10-04,Office Supplies,Office Supplies - Item 502,DeskPro Supplies,Finance,1,85.79,85.79,Y,2023,9,Q3
PO-09402,2023-03-24,2023-04-05,2023-05-09,Logistics,Logistics - Item 747,FreightMaster Inc,Sales,12,7346.22,88154.64,Y,2023,3,Q1
PO-09403,2023-05-12,2023-05-24,2023-06-24,MRO,MRO - Item 338,Industrial Direct,Supply Chain,25,1128.4,28210.0,Y,2023,5,Q2
PO-09404,2024-06-09,2024-06-19,2024-07-06,Logistics,Logistics - Item 546,CrossBorder Express,IT,33,7955.95,262546.35,N,2024,6,Q2
PO-09405,2024-06-06,2024-06-14,2024-08-04,Logistics,Logistics - Item 594,AirCargo Solutions,IT,26,511.5,13299.0,Y,2024,6,Q2
PO-09406,2023-05-16,2023-06-01,2023-07-15,Logistics,Logistics - Item 284,LocalFreight Co,IT,16,7294.79,116716.64,N,2023,5,Q2
PO-09407,2024-06-20,2024-06-25,2024-08-13,IT & Software,IT & Software - Item 438,SoftEdge Inc,HR,30,12197.73,365931.9,Y,2024,6,Q2
PO-09408,2024-06-03,2024-06-10,2024-07-26,Raw Materials,Raw Materials - Item 881,AlphaMetals Ltd,Sales,39,6054.66,236131.74,N,2024,6,Q2
PO-09409,2024-01-01,2024-01-16,2024-02-16,Professional Services,Professional Services - Item 989,FinanceWise Advisory,Finance,21,5860.84,123077.64,Y,2024,1,Q1
PO-09410,2023-06-03,2023-06-08,2023-07-29,Raw Materials,Raw Materials - Item 279,GlobalMat Corp,HR,19,1274.61,24217.59,N,2023,6,Q2
PO-09411,2023-01-26,2023-02-13,2023-02-16,Office Supplies,Office Supplies - Item 150,DeskPro Supplies,Marketing,7,395.46,2768.22,N,2023,1,Q1
PO-09412,2023-04-29,2023-05-08,2023-05-27,Professional Services,Professional Services - Item 969,LegalEdge Associates,Marketing,38,15304.81,581582.78,Y,2023,4,Q2
PO-09413,2023-06-23,2023-07-05,2023-08-22,Office Supplies,Office Supplies - Item 523,FaciliTech Corp,IT,11,249.82,2748.02,Y,2023,6,Q2
PO-09414,2024-05-08,2024-05-26,2024-07-01,Logistics,Logistics - Item 811,LocalFreight Co,HR,8,8285.22,66281.76,Y,2024,5,Q2
PO-09415,2023-10-30,2023-11-06,2023-12-16,IT & Software,IT & Software - Item 841,CloudTech Systems,Sales,21,8283.63,173956.23,N,2023,10,Q4
PO-09416,2023-09-16,2023-10-06,2023-10-01,MRO,MRO - Item 821,ProParts Inc,IT,23,1213.03,27899.69,Y,2023,9,Q3
PO-09417,2024-06-18,2024-07-03,2024-07-29,Raw Materials,Raw Materials - Item 861,GlobalMat Corp,Finance,41,1004.8,41196.8,Y,2024,6,Q2
PO-09418,2024-06-29,2024-07-19,2024-08-22,Logistics,Logistics - Item 855,SwiftLogistics Group,Operations,29,6251.29,181287.41,Y,2024,6,Q2
PO-09419,2023-07-06,2023-07-20,2023-08-22,Office Supplies,Office Supplies - Item 897,PrintMaster Co,HR,43,484.14,20818.02,N,2023,7,Q3
PO-09420,2023-07-13,2023-07-18,2023-08-24,Facilities,Facilities - Item 674,BuildRight Maintenance,IT,16,1773.85,28381.6,Y,2023,7,Q3
PO-09421,2023-04-17,2023-05-01,2023-05-30,Raw Materials,Raw Materials - Item 630,SteelCore Industries,Supply Chain,37,389.98,14429.26,Y,2023,4,Q2
PO-09422,2023-12-24,2024-01-05,2024-02-19,Raw Materials,Raw Materials - Item 400,SteelCore Industries,Sales,28,4956.59,138784.52,Y,2023,12,Q4
PO-09423,2023-05-12,2023-05-18,2023-05-31,Facilities,Facilities - Item 193,SecureGuard Systems,Supply Chain,1,819.64,819.64,N,2023,5,Q2
PO-09424,2023-10-15,2023-11-03,2023-11-20,Office Supplies,Office Supplies - Item 964,OfficeWorld Ltd,Supply Chain,10,269.48,2694.8,Y,2023,10,Q4
PO-09425,2023-05-04,2023-05-23,2023-06-23,Office Supplies,Office Supplies - Item 397,OfficeWorld Ltd,Operations,19,430.35,8176.65,N,2023,5,Q2
PO-09426,2024-02-06,2024-02-26,2024-03-22,IT & Software,IT & Software - Item 238,CloudTech Systems,Finance,12,3547.35,42568.2,Y,2024,2,Q1
PO-09427,2024-05-25,2024-06-05,2024-06-26,Professional Services,Professional Services - Item 570,FinanceWise Advisory,Marketing,45,14583.51,656257.95,Y,2024,5,Q2
PO-09428,2023-11-13,2023-11-18,2024-01-06,Logistics,Logistics - Item 895,LastMile Delivery,IT,50,3178.74,158937.0,Y,2023,11,Q4
PO-09429,2023-10-20,2023-10-29,2023-12-17,MRO,MRO - Item 518,SafeGuard Equipment,Operations,38,1293.52,49153.76,N,2023,10,Q4
PO-09430,2023-02-11,2023-02-25,2023-04-01,Facilities,Facilities - Item 335,BuildRight Maintenance,Sales,12,125.52,1506.24,Y,2023,2,Q1
PO-09431,2024-06-19,2024-07-02,2024-07-06,Office Supplies,Office Supplies - Item 639,DeskPro Supplies,Finance,5,318.35,1591.75,Y,2024,6,Q2
PO-09432,2023-02-01,2023-02-10,2023-02-23,MRO,MRO - Item 419,PrecisionParts Co,Operations,17,413.64,7031.88,Y,2023,2,Q1
PO-09433,2024-02-19,2024-02-29,2024-04-10,Raw Materials,Raw Materials - Item 702,AlphaMetals Ltd,Operations,31,928.89,28795.59,Y,2024,2,Q1
PO-09434,2023-01-31,2023-02-05,2023-02-21,Raw Materials,Raw Materials - Item 802,PrimeChem Solutions,Operations,49,4889.12,239566.88,Y,2023,1,Q1
PO-09435,2023-08-18,2023-09-01,2023-09-24,Professional Services,Professional Services - Item 269,FinanceWise Advisory,HR,46,5296.7,243648.2,Y,2023,8,Q3
PO-09436,2024-05-31,2024-06-17,2024-07-15,Logistics,Logistics - Item 776,LastMile Delivery,Supply Chain,40,6899.0,275960.0,Y,2024,5,Q2
PO-09437,2024-03-16,2024-03-22,2024-04-29,IT & Software,IT & Software - Item 690,DataCore Solutions,Finance,40,10119.37,404774.8,Y,2024,3,Q1
PO-09438,2024-03-31,2024-04-15,2024-05-03,MRO,MRO - Item 141,Industrial Direct,Sales,49,869.49,42605.01,Y,2024,3,Q1
PO-09439,2023-05-23,2023-06-01,2023-06-07,Raw Materials,Raw Materials - Item 903,SteelCore Industries,Sales,9,2951.79,26566.11,Y,2023,5,Q2
PO-09440,2023-11-04,2023-11-09,2023-12-19,Logistics,Logistics - Item 699,CrossBorder Express,Marketing,25,3456.58,86414.5,Y,2023,11,Q4
PO-09441,2023-01-12,2023-01-31,2023-01-30,MRO,MRO - Item 530,MechSupply Ltd,Supply Chain,17,1169.15,19875.55,Y,2023,1,Q1
PO-09442,2024-01-09,2024-01-28,2024-03-07,Facilities,Facilities - Item 635,SecureGuard Systems,IT,10,644.38,6443.8,N,2024,1,Q1
PO-09443,2023-07-16,2023-07-23,2023-09-02,Professional Services,Professional Services - Item 317,HRPro Consultants,IT,26,9871.77,256666.02,Y,2023,7,Q3
PO-09444,2024-01-08,2024-01-23,2024-02-14,Raw Materials,Raw Materials - Item 678,NorthStar Composites,Sales,27,2007.3,54197.1,N,2024,1,Q1
PO-09445,2023-02-28,2023-03-06,2023-04-14,Raw Materials,Raw Materials - Item 832,PrimeChem Solutions,IT,31,263.97,8183.07,Y,2023,2,Q1
PO-09446,2023-08-15,2023-08-30,2023-09-17,Professional Services,Professional Services - Item 648,ProParts Inc,Sales,18,1704.32,30677.76,Y,2023,8,Q3
PO-09447,2023-06-28,2023-07-04,2023-08-17,IT & Software,IT & Software - Item 631,SecureGuard Systems,Supply Chain,46,479.99,22079.54,Y,2023,6,Q2
PO-09448,2024-02-20,2024-03-10,2024-03-08,Professional Services,Professional Services - Item 179,HRPro Consultants,Operations,15,13150.16,197252.4,Y,2024,2,Q1
PO-09449,2024-02-21,2024-03-07,2024-03-21,IT & Software,IT & Software - Item 781,DataCore Solutions,Sales,23,4672.97,107478.31,N,2024,2,Q1
PO-09450,2023-05-22,2023-06-05,2023-06-29,Logistics,Logistics - Item 615,CrossBorder Express,Operations,40,7921.41,316856.4,Y,2023,5,Q2
PO-09451,2023-10-12,2023-10-31,2023-11-11,Raw Materials,Raw Materials - Item 702,AlphaMetals Ltd,Marketing,28,5226.52,146342.56,Y,2023,10,Q4
PO-09452,2023-08-21,2023-09-10,2023-09-07,Facilities,Facilities - Item 254,CleanPro Services,Sales,47,2270.44,106710.68,N,2023,8,Q3
PO-09453,2024-02-24,2024-03-09,2024-04-18,MRO,MRO - Item 310,FastTrack MRO,Operations,9,227.57,2048.13,N,2024,2,Q1
PO-09454,2024-04-18,2024-04-27,2024-06-03,IT & Software,IT & Software - Item 570,SoftEdge Inc,IT,17,5367.85,91253.45,Y,2024,4,Q2
PO-09455,2024-06-08,2024-06-19,2024-07-04,Logistics,Logistics - Item 808,AirCargo Solutions,Sales,23,6165.71,141811.33,N,2024,6,Q2
PO-09456,2024-01-21,2024-01-31,2024-03-08,Office Supplies,Office Supplies - Item 661,OfficeWorld Ltd,Supply Chain,30,238.3,7149.0,Y,2024,1,Q1
PO-09457,2023-07-20,2023-08-07,2023-08-27,IT & Software,IT & Software - Item 958,NetSecure Pro,Supply Chain,16,1173.13,18770.08,Y,2023,7,Q3
PO-09458,2024-01-12,2024-01-19,2024-02-24,Raw Materials,Raw Materials - Item 899,AlphaMetals Ltd,HR,42,3664.51,153909.42,Y,2024,1,Q1
PO-09459,2024-01-30,2024-02-11,2024-03-13,Professional Services,Professional Services - Item 762,FinanceWise Advisory,Sales,7,2135.1,14945.7,Y,2024,1,Q1
PO-09460,2024-01-20,2024-02-07,2024-03-15,Raw Materials,Raw Materials - Item 255,SteelCore Industries,Supply Chain,40,1556.37,62254.8,Y,2024,1,Q1
PO-09461,2023-03-23,2023-03-31,2023-05-20,Facilities,Facilities - Item 495,CleanPro Services,Supply Chain,48,792.6,38044.8,N,2023,3,Q1
PO-09462,2023-04-03,2023-04-22,2023-05-10,Professional Services,Professional Services - Item 515,StrategyFirst Partners,HR,15,13402.5,201037.5,Y,2023,4,Q2
PO-09463,2023-11-02,2023-11-14,2023-12-26,Professional Services,Professional Services - Item 981,LegalEdge Associates,Supply Chain,3,17022.3,51066.9,Y,2023,11,Q4
PO-09464,2024-01-12,2024-01-30,2024-03-11,Logistics,Logistics - Item 891,CrossBorder Express,Marketing,15,4682.36,70235.4,Y,2024,1,Q1
PO-09465,2023-12-05,2023-12-18,2024-02-01,MRO,MRO - Item 692,FastTrack MRO,IT,16,950.64,15210.24,Y,2023,12,Q4
PO-09466,2023-11-12,2023-11-20,2023-12-24,Raw Materials,Raw Materials - Item 290,EastCoast Polymers,Finance,14,2238.97,31345.58,Y,2023,11,Q4
PO-09467,2024-06-23,2024-07-03,2024-07-12,Raw Materials,Raw Materials - Item 132,AlphaMetals Ltd,Operations,27,4408.74,119035.98,Y,2024,6,Q2
PO-09468,2023-11-30,2023-12-10,2024-01-24,Logistics,Logistics - Item 412,StrategyFirst Partners,IT,43,7113.45,305878.35,Y,2023,11,Q4
PO-09469,2023-12-21,2023-12-30,2024-01-17,MRO,MRO - Item 180,Industrial Direct,Operations,15,110.83,1662.45,Y,2023,12,Q4
PO-09470,2023-10-03,2023-10-12,2023-10-18,Raw Materials,Raw Materials - Item 835,SteelCore Industries,Finance,45,2971.05,133697.25,Y,2023,10,Q4
PO-09471,2023-04-14,2023-04-27,2023-05-10,Facilities,Facilities - Item 871,ToolMaster Supply,Finance,16,811.17,12978.72,Y,2023,4,Q2
PO-09472,2023-12-02,2023-12-11,2024-01-18,Logistics,Logistics - Item 699,SwiftLogistics Group,Supply Chain,31,374.25,11601.75,Y,2023,12,Q4
PO-09473,2023-12-25,2024-01-02,2024-01-14,Office Supplies,Office Supplies - Item 307,OfficeWorld Ltd,HR,30,432.41,12972.3,Y,2023,12,Q4
PO-09474,2023-06-28,2023-07-16,2023-08-21,Raw Materials,Raw Materials - Item 626,AlphaMetals Ltd,Operations,23,324.79,7470.17,Y,2023,6,Q2
PO-09475,2023-11-07,2023-11-21,2023-11-29,Facilities,Facilities - Item 816,CleanPro Services,IT,6,1413.35,8480.1,Y,2023,11,Q4
PO-09476,2023-07-19,2023-07-28,2023-09-13,Professional Services,Professional Services - Item 446,StrategyFirst Partners,Marketing,8,13031.83,104254.64,Y,2023,7,Q3
PO-09477,2023-09-27,2023-10-03,2023-11-18,MRO,MRO - Item 958,Industrial Direct,Supply Chain,40,283.7,11348.0,N,2023,9,Q3
PO-09478,2023-09-02,2023-09-14,2023-10-31,Office Supplies,Office Supplies - Item 281,OfficeWorld Ltd,IT,49,179.43,8792.07,N,2023,9,Q3
PO-09479,2024-05-20,2024-05-26,2024-07-02,Raw Materials,Raw Materials - Item 662,SteelCore Industries,Marketing,30,2123.92,63717.6,Y,2024,5,Q2
