PO_ID,PO_Date,Invoice_Date,Payment_Date,Category,Item_Description,Supplier_Name,Business_Unit,Quantity,Unit_Price,Total_Cost,Contract_Flag,PO_Year,PO_Month,PO_Quarter,Payment_Cycle_Days,Is_Maverick,Year_Month,Calculated_Cost,Cost_Discrepancy
PO-08312,2023-01-28,2023-02-06,2023-02-16,Professional Services,Professional Services - Item 393,Apex Consulting Group,Marketing,1,11138.52,11138.52,N,2023,1,Q1,19,1,2023-01,11138.52,0.0
PO-08313,2023-10-07,2023-10-26,2023-10-23,Logistics,Logistics - Item 755,Freightmaster Inc,Operations,49,5245.44,257026.56,N,2023,10,Q4,16,1,2023-10,257026.55999999997,2.9103830456733704e-11
PO-08314,2023-07-16,2023-08-05,2023-08-21,MRO,MRO - Item 921,Fasttrack Mro,Finance,10,938.17,9381.7,Y,2023,7,Q3,36,0,2023-07,9381.699999999999,1.8189894035458565e-12
PO-08315,2024-04-15,2024-04-25,2024-05-10,Logistics,Logistics - Item 477,Localfreight Co,Operations,1,692.07,692.07,N,2024,4,Q2,25,1,2024-04,692.07,0.0
PO-08316,2024-01-31,2024-02-12,2024-03-12,Raw Materials,Raw Materials - Item 101,Northstar Composites,Marketing,21,562.55,11813.55,Y,2024,1,Q1,41,0,2024-01,11813.55,0.0
PO-08317,2023-09-06,2023-09-16,2023-10-08,Office Supplies,Office Supplies - Item 168,Officeworld Ltd,Supply Chain,45,166.6,7497.0,Y,2023,9,Q3,32,0,2023-09,7497.0,0.0
PO-08318,2024-03-01,2024-03-07,2024-04-04,Professional Services,Professional Services - Item 817,Apex Consulting Group,Supply Chain,1,21680.36,21680.36,Y,2024,3,Q1,34,0,2024-03,21680.36,0.0
PO-08319,2024-06-30,2024-07-17,2024-07-23,Professional Services,Professional Services - Item 132,Hrpro Consultants,HR,26,13434.69,349301.94,Y,2024,6,Q2,23,0,2024-06,349301.94,0.0
PO-08320,2024-06-03,2024-06-09,2024-06-25,Office Supplies,Office Supplies - Item 312,Deskpro Supplies,HR,45,117.89,5305.05,Y,2024,6,Q2,22,0,2024-06,5305.05,0.0
PO-08321,2023-12-05,2023-12-24,2023-12-27,IT & Software,IT & Software - Item 417,Datacore Solutions,R&D,37,5507.45,203775.65,Y,2023,12,Q4,22,0,2023-12,203775.65,0.0
PO-08322,2023-01-11,2023-01-27,2023-03-11,MRO,MRO - Item 923,Industrial Direct,HR,9,1004.98,9044.82,Y,2023,1,Q1,59,0,2023-01,9044.82,0.0
PO-08323,2024-05-30,2024-06-17,2024-06-30,Logistics,Logistics - Item 629,Portlink Services,Marketing,3,6497.98,19493.94,Y,2024,5,Q2,31,0,2024-05,19493.94,0.0
PO-08324,2023-03-05,2023-03-16,2023-04-01,Raw Materials,Raw Materials - Item 863,Eastcoast Polymers,Supply Chain,28,1755.79,49162.12,N,2023,3,Q1,27,1,2023-03,49162.119999999995,7.275957614183426e-12
PO-08325,2023-10-05,2023-10-20,2023-11-18,Marketing,Marketing - Item 817,Mediaedge Solutions,Sales,45,7746.44,348589.8,Y,2023,10,Q4,44,0,2023-10,348589.8,0.0
PO-08326,2023-06-25,2023-07-05,2023-07-30,MRO,MRO - Item 704,Industrial Direct,Operations,22,66.34,1459.48,Y,2023,6,Q2,35,0,2023-06,1459.48,0.0
PO-08327,2023-12-15,2023-12-28,2024-01-11,MRO,MRO - Item 569,Fasttrack Mro,Sales,44,534.16,23503.04,Y,2023,12,Q4,27,0,2023-12,23503.039999999997,3.637978807091713e-12
PO-08328,2024-01-25,2024-02-08,2024-02-24,Raw Materials,Raw Materials - Item 224,Steelcore Industries,Operations,50,2986.35,149317.5,Y,2024,1,Q1,30,0,2024-01,149317.5,0.0
PO-08329,2023-06-27,2023-07-09,2023-07-24,MRO,MRO - Item 688,Proparts Inc,Operations,31,1213.45,37616.95,Y,2023,6,Q2,27,0,2023-06,37616.950000000004,7.275957614183426e-12
PO-08330,2023-01-13,2023-01-20,2023-02-17,MRO,MRO - Item 228,Precisionparts Co,Sales,7,72.02,504.14,Y,2023,1,Q1,35,0,2023-01,504.14,0.0
PO-08331,2023-08-13,2023-08-23,2023-10-07,MRO,MRO - Item 999,Toolmaster Supply,Sales,14,129.7,1815.8,Y,2023,8,Q3,55,0,2023-08,1815.7999999999997,2.2737367544323206e-13
PO-08332,2024-04-18,2024-04-23,2024-06-04,IT & Software,IT & Software - Item 626,Datacore Solutions,Operations,10,9714.81,97148.1,Y,2024,4,Q2,47,0,2024-04,97148.09999999999,1.4551915228366852e-11
PO-08333,2023-04-01,2023-04-17,2023-04-20,Marketing,Marketing - Item 241,Creativeworks Inc,Marketing,36,13327.81,479801.16,N,2023,4,Q2,19,1,2023-04,479801.16,0.0
PO-08334,2023-08-29,2023-09-18,2023-09-26,MRO,MRO - Item 905,Toolmaster Supply,Operations,13,163.9,2130.7,Y,2023,8,Q3,28,0,2023-08,2130.7000000000003,4.547473508864641e-13
PO-08335,2023-02-26,2023-03-07,2023-03-18,Raw Materials,Raw Materials - Item 706,Steelcore Industries,Finance,35,1448.05,50681.75,Y,2023,2,Q1,20,0,2023-02,50681.75,0.0
PO-08336,2023-07-14,2023-08-01,2023-09-12,Raw Materials,Raw Materials - Item 250,Globalmat Corp,IT,39,1260.13,49145.07,Y,2023,7,Q3,60,0,2023-07,49145.07000000001,7.275957614183426e-12
PO-08337,2023-11-01,2023-11-11,2023-11-20,Raw Materials,Raw Materials - Item 125,Alphametals Ltd,Supply Chain,15,284.25,4263.75,Y,2023,11,Q4,19,0,2023-11,4263.75,0.0
PO-08338,2023-11-21,2023-12-07,2024-01-06,Raw Materials,Raw Materials - Item 554,Northstar Composites,Sales,34,1525.33,51861.22,N,2023,11,Q4,46,1,2023-11,51861.22,0.0
PO-08339,2023-03-15,2023-04-04,2023-04-24,Raw Materials,Raw Materials - Item 663,Globalmat Corp,HR,27,1559.91,42117.57,Y,2023,3,Q1,40,0,2023-03,42117.57,0.0
PO-08340,2024-06-17,2024-06-24,2024-07-16,MRO,MRO - Item 480,Industrial Direct,HR,40,1202.7,48108.0,N,2024,6,Q2,29,1,2024-06,48108.0,0.0
PO-08341,2023-01-30,2023-02-19,2023-02-24,IT & Software,IT & Software - Item 407,Softedge Inc,R&D,28,2151.44,60240.32,Y,2023,1,Q1,25,0,2023-01,60240.32,0.0
PO-08342,2023-03-16,2023-03-25,2023-04-10,Raw Materials,Raw Materials - Item 810,Primechem Solutions,Supply Chain,19,5122.99,97336.81,Y,2023,3,Q1,25,0,2023-03,97336.81,0.0
PO-08343,2023-07-30,2023-08-07,2023-08-22,Raw Materials,Raw Materials - Item 340,Alphametals Ltd,Sales,46,1183.61,54446.06,N,2023,7,Q3,23,1,2023-07,54446.06,0.0
PO-08344,2023-07-25,2023-08-05,2023-08-17,MRO,MRO - Item 700,Proparts Inc,R&D,27,1016.37,27441.99,Y,2023,7,Q3,23,0,2023-07,27441.99,0.0
PO-08345,2024-06-21,2024-07-04,2024-07-16,Facilities,Facilities - Item 239,Buildright Maintenance,IT,13,2338.45,30399.85,Y,2024,6,Q2,25,0,2024-06,30399.85,0.0
PO-08346,2023-07-07,2023-07-17,2023-07-31,Logistics,Logistics - Item 550,Freightmaster Inc,IT,3,4192.95,12578.85,Y,2023,7,Q3,24,0,2023-07,12578.849999999999,1.8189894035458565e-12
PO-08347,2024-05-06,2024-05-17,2024-06-27,MRO,MRO - Item 368,Precisionparts Co,IT,45,595.43,26794.35,Y,2024,5,Q2,52,0,2024-05,26794.35,0.0
PO-08348,2024-04-19,2024-05-07,2024-05-27,IT & Software,IT & Software - Item 449,Cloudtech Systems,HR,18,11084.55,199521.9,Y,2024,4,Q2,38,0,2024-04,199521.9,0.0
PO-08349,2023-11-16,2023-11-30,2024-01-09,Logistics,Logistics - Item 467,Portlink Services,Marketing,9,6640.85,59767.65,Y,2023,11,Q4,54,0,2023-11,59767.65,0.0
PO-08350,2024-02-17,2024-02-26,2024-04-07,Raw Materials,Raw Materials - Item 534,Steelcore Industries,Operations,31,4583.34,142083.54,N,2024,2,Q1,50,1,2024-02,142083.54,0.0
PO-08351,2024-03-12,2024-03-30,2024-04-12,IT & Software,IT & Software - Item 464,Cloudtech Systems,Operations,23,3101.93,71344.39,Y,2024,3,Q1,31,0,2024-03,71344.39,0.0
PO-08352,2023-06-10,2023-06-23,2023-08-06,Raw Materials,Raw Materials - Item 622,Alphametals Ltd,Operations,21,1431.79,30067.59,Y,2023,6,Q2,57,0,2023-06,30067.59,0.0
PO-08353,2023-06-22,2023-06-30,2023-07-29,Marketing,Marketing - Item 490,Creativeworks Inc,Sales,9,1075.07,9675.63,Y,2023,6,Q2,37,0,2023-06,9675.63,0.0
PO-08354,2024-03-19,2024-03-25,2024-05-03,Raw Materials,Raw Materials - Item 675,Steelcore Industries,HR,13,2049.09,26638.17,Y,2024,3,Q1,45,0,2024-03,26638.170000000002,3.637978807091713e-12
PO-08355,2023-04-15,2023-04-28,2023-06-08,Facilities,Facilities - Item 868,Secureguard Systems,Operations,31,917.92,28455.52,Y,2023,4,Q2,54,0,2023-04,28455.52,0.0
PO-08356,2023-11-23,2023-12-09,2023-12-11,MRO,MRO - Item 518,Proparts Inc,Operations,7,1053.77,7376.39,Y,2023,11,Q4,18,0,2023-11,7376.389999999999,9.094947017729282e-13
PO-08357,2023-09-01,2023-09-21,2023-10-07,MRO,MRO - Item 651,Toolmaster Supply,Sales,10,858.45,8584.5,Y,2023,9,Q3,36,0,2023-09,8584.5,0.0
PO-08358,2024-01-10,2024-01-15,2024-02-25,MRO,MRO - Item 902,Industrial Direct,Supply Chain,7,1180.62,8264.34,N,2024,1,Q1,46,1,2024-01,8264.34,0.0
PO-08359,2023-10-14,2023-10-27,2023-11-09,Logistics,Logistics - Item 825,Freightmaster Inc,Marketing,43,8353.47,359199.21,Y,2023,10,Q4,26,0,2023-10,359199.20999999996,5.820766091346741e-11
PO-08360,2023-09-25,2023-10-01,2023-11-17,IT & Software,IT & Software - Item 406,Infracloud Ltd,Operations,9,200.01,1800.09,Y,2023,9,Q3,53,0,2023-09,1800.09,0.0
PO-08361,2024-02-12,2024-02-25,2024-02-27,Logistics,Logistics - Item 302,Aircargo Solutions,Marketing,45,7075.76,318409.2,Y,2024,2,Q1,15,0,2024-02,318409.2,0.0
PO-08362,2023-09-29,2023-10-17,2023-10-23,Logistics,Logistics - Item 622,Localfreight Co,Supply Chain,48,4022.24,193067.52,Y,2023,9,Q3,24,0,2023-09,193067.52,0.0
PO-08363,2024-03-11,2024-03-19,2024-04-23,Raw Materials,Raw Materials - Item 376,Eastcoast Polymers,Operations,3,3082.64,9247.92,Y,2024,3,Q1,43,0,2024-03,9247.92,0.0
PO-08364,2024-05-09,2024-05-21,2024-06-30,Raw Materials,Raw Materials - Item 428,Crossborder Express,Marketing,38,2100.1,79803.8,N,2024,5,Q2,52,1,2024-05,79803.8,0.0
PO-08365,2023-07-26,2023-08-06,2023-09-09,MRO,MRO - Item 870,Toolmaster Supply,IT,28,352.15,9860.2,Y,2023,7,Q3,45,0,2023-07,9860.199999999999,1.8189894035458565e-12
PO-08366,2023-06-28,2023-07-14,2023-08-01,Professional Services,Professional Services - Item 619,Strategyfirst Partners,HR,8,15162.58,121300.64,Y,2023,6,Q2,34,0,2023-06,121300.64,0.0
PO-08367,2024-02-13,2024-02-26,2024-03-05,Raw Materials,Raw Materials - Item 485,Steelcore Industries,IT,16,1776.8,28428.8,Y,2024,2,Q1,21,0,2024-02,28428.8,0.0
PO-08368,2024-03-27,2024-04-01,2024-05-21,Raw Materials,Raw Materials - Item 168,Steelcore Industries,IT,48,2979.14,142998.72,Y,2024,3,Q1,55,0,2024-03,142998.72,0.0
PO-08369,2023-08-19,2023-09-04,2023-09-19,Raw Materials,Raw Materials - Item 152,Steelcore Industries,IT,25,1764.43,44110.75,Y,2023,8,Q3,31,0,2023-08,44110.75,0.0
PO-08370,2023-01-05,2023-01-10,2023-01-22,MRO,MRO - Item 339,Proparts Inc,Sales,30,1139.6,34188.0,Y,2023,1,Q1,17,0,2023-01,34188.0,0.0
PO-08371,2023-11-11,2023-11-25,2023-12-21,IT & Software,IT & Software - Item 414,Infracloud Ltd,Supply Chain,21,1643.87,34521.27,Y,2023,11,Q4,40,0,2023-11,34521.27,0.0
PO-08372,2023-02-21,2023-02-26,2023-03-21,Logistics,Logistics - Item 441,Swiftlogistics Group,Marketing,31,1511.5,46856.5,Y,2023,2,Q1,28,0,2023-02,46856.5,0.0
PO-08373,2023-09-16,2023-10-04,2023-10-29,Logistics,Logistics - Item 612,Lastmile Delivery,Supply Chain,19,5496.02,104424.38,Y,2023,9,Q3,43,0,2023-09,104424.38,0.0
PO-08374,2023-11-17,2023-11-25,2023-12-06,Office Supplies,Office Supplies - Item 740,Printmaster Co,Operations,28,102.28,2863.84,Y,2023,11,Q4,19,0,2023-11,2863.84,0.0
PO-08375,2023-06-10,2023-06-21,2023-07-21,IT & Software,IT & Software - Item 567,Netsecure Pro,HR,1,8789.44,8789.44,Y,2023,6,Q2,41,0,2023-06,8789.44,0.0
PO-08376,2024-02-28,2024-03-11,2024-03-31,Professional Services,Professional Services - Item 226,Strategyfirst Partners,Operations,26,14426.11,375078.86,Y,2024,2,Q1,32,0,2024-02,375078.86,0.0
PO-08377,2024-05-18,2024-06-07,2024-06-09,Professional Services,Professional Services - Item 278,Apex Consulting Group,Marketing,7,22087.81,154614.67,N,2024,5,Q2,22,1,2024-05,154614.67,0.0
PO-08378,2023-05-30,2023-06-14,2023-07-17,Office Supplies,Office Supplies - Item 313,Officeworld Ltd,Finance,30,360.55,10816.5,N,2023,5,Q2,48,1,2023-05,10816.5,0.0
PO-08379,2024-05-10,2024-05-22,2024-06-05,IT & Software,IT & Software - Item 740,Netsecure Pro,Marketing,20,7298.04,145960.8,N,2024,5,Q2,26,1,2024-05,145960.8,0.0
PO-08380,2023-10-30,2023-11-07,2023-12-12,Marketing,Marketing - Item 726,Safeguard Equipment,Operations,27,12893.4,348121.8,Y,2023,10,Q4,43,0,2023-10,348121.8,0.0
PO-08381,2023-09-13,2023-09-23,2023-11-06,MRO,MRO - Item 288,Mechsupply Ltd,Sales,9,536.1,4824.9,Y,2023,9,Q3,54,0,2023-09,4824.900000000001,9.094947017729282e-13
PO-08382,2023-09-20,2023-10-10,2023-10-27,MRO,MRO - Item 631,Precisionparts Co,Marketing,5,474.16,2370.8,N,2023,9,Q3,37,1,2023-09,2370.8,0.0
PO-08383,2023-03-14,2023-03-29,2023-03-29,MRO,MRO - Item 627,Fasttrack Mro,HR,3,629.75,1889.25,Y,2023,3,Q1,15,0,2023-03,1889.25,0.0
PO-08384,2023-05-14,2023-05-20,2023-07-05,Logistics,Logistics - Item 456,Swiftlogistics Group,Operations,47,4831.06,227059.82,N,2023,5,Q2,52,1,2023-05,227059.82,0.0
PO-08385,2024-02-18,2024-03-04,2024-03-30,Professional Services,Professional Services - Item 384,Strategyfirst Partners,Operations,12,18094.59,217135.08,Y,2024,2,Q1,41,0,2024-02,217135.08000000002,2.9103830456733704e-11
PO-08386,2024-02-04,2024-02-09,2024-03-23,Office Supplies,Office Supplies - Item 686,Deskpro Supplies,IT,15,137.34,2060.1,Y,2024,2,Q1,48,0,2024-02,2060.1,0.0
PO-08387,2024-03-19,2024-04-07,2024-04-15,Professional Services,Professional Services - Item 914,Apex Consulting Group,Finance,31,8549.81,265044.11,Y,2024,3,Q1,27,0,2024-03,265044.11,0.0
PO-08388,2024-02-15,2024-02-20,2024-03-01,IT & Software,IT & Software - Item 590,Datacore Solutions,R&D,8,2663.42,21307.36,Y,2024,2,Q1,15,0,2024-02,21307.36,0.0
PO-08389,2023-11-04,2023-11-15,2023-12-30,Logistics,Logistics - Item 474,Freightmaster Inc,Operations,22,6838.09,150437.98,Y,2023,11,Q4,56,0,2023-11,150437.98,0.0
PO-08390,2024-05-27,2024-06-09,2024-07-08,IT & Software,IT & Software - Item 762,Datacore Solutions,Supply Chain,5,8000.44,40002.2,N,2024,5,Q2,42,1,2024-05,40002.2,0.0
PO-08391,2023-02-22,2023-03-01,2023-04-03,MRO,MRO - Item 281,Proparts Inc,IT,17,156.85,2666.45,Y,2023,2,Q1,40,0,2023-02,2666.45,0.0
PO-08392,2023-12-10,2023-12-20,2024-02-07,Raw Materials,Raw Materials - Item 165,Northstar Composites,Finance,15,1561.44,23421.6,Y,2023,12,Q4,59,0,2023-12,23421.600000000002,3.637978807091713e-12
PO-08393,2023-10-28,2023-11-13,2023-11-14,Logistics,Logistics - Item 530,Freightmaster Inc,Finance,45,4518.55,203334.75,Y,2023,10,Q4,17,0,2023-10,203334.75,0.0
PO-08394,2023-02-03,2023-02-13,2023-03-06,Logistics,Logistics - Item 128,Quickship Ltd,R&D,33,4168.64,137565.12,N,2023,2,Q1,31,1,2023-02,137565.12000000002,2.9103830456733704e-11
PO-08395,2023-11-23,2023-12-01,2023-12-24,Professional Services,Professional Services - Item 557,Strategyfirst Partners,Operations,26,14013.95,364362.7,Y,2023,11,Q4,31,0,2023-11,364362.7,0.0
PO-08396,2023-08-26,2023-09-05,2023-09-11,Logistics,Logistics - Item 142,Localfreight Co,Finance,12,6748.78,80985.36,Y,2023,8,Q3,16,0,2023-08,80985.36,0.0
PO-08397,2023-06-23,2023-07-09,2023-07-20,Raw Materials,Raw Materials - Item 425,Steelcore Industries,R&D,46,1564.23,71954.58,Y,2023,6,Q2,27,0,2023-06,71954.58,0.0
PO-08398,2024-03-28,2024-04-12,2024-04-23,Facilities,Facilities - Item 396,Facilitech Corp,IT,13,2963.27,38522.51,Y,2024,3,Q1,26,0,2024-03,38522.51,0.0
PO-08399,2023-03-07,2023-03-24,2023-05-05,Professional Services,Professional Services - Item 696,Hrpro Consultants,Finance,48,2165.03,103921.44,Y,2023,3,Q1,59,0,2023-03,103921.44,0.0
PO-08400,2024-03-26,2024-04-01,2024-05-13,Professional Services,Professional Services - Item 143,Financewise Advisory,IT,48,15491.35,743584.8,Y,2024,3,Q1,48,0,2024-03,743584.8,0.0
PO-08401,2023-10-13,2023-10-28,2023-10-29,Raw Materials,Raw Materials - Item 306,Alphametals Ltd,IT,6,3290.95,19745.7,Y,2023,10,Q4,16,0,2023-10,19745.699999999997,3.637978807091713e-12
PO-08402,2023-02-10,2023-02-22,2023-03-02,Office Supplies,Office Supplies - Item 522,Steelcore Industries,Supply Chain,36,389.62,14026.32,N,2023,2,Q1,20,1,2023-02,14026.32,0.0
PO-08403,2023-12-20,2023-12-25,2024-02-08,Logistics,Logistics - Item 267,Freightmaster Inc,R&D,16,1896.14,30338.24,Y,2023,12,Q4,50,0,2023-12,30338.24,0.0
PO-08404,2023-12-06,2023-12-20,2024-02-02,MRO,MRO - Item 844,Fasttrack Mro,IT,33,790.71,26093.43,Y,2023,12,Q4,58,0,2023-12,26093.43,0.0
PO-08405,2024-02-12,2024-02-22,2024-03-15,MRO,MRO - Item 877,Toolmaster Supply,IT,46,935.94,43053.24,N,2024,2,Q1,32,1,2024-02,43053.240000000005,7.275957614183426e-12
PO-08406,2024-05-31,2024-06-20,2024-07-19,Raw Materials,Raw Materials - Item 304,Globalmat Corp,Finance,26,2103.23,54683.98,Y,2024,5,Q2,49,0,2024-05,54683.98,0.0
PO-08407,2023-01-06,2023-01-16,2023-02-14,Raw Materials,Raw Materials - Item 507,Steelcore Industries,Marketing,37,1950.49,72168.13,N,2023,1,Q1,39,1,2023-01,72168.13,0.0
PO-08408,2024-05-01,2024-05-21,2024-05-23,IT & Software,IT & Software - Item 540,Cloudtech Systems,IT,18,8655.75,155803.5,Y,2024,5,Q2,22,0,2024-05,155803.5,0.0
PO-08409,2023-12-23,2023-12-30,2024-01-14,Professional Services,Professional Services - Item 323,Strategyfirst Partners,Operations,47,15908.8,747713.6,Y,2023,12,Q4,22,0,2023-12,747713.6,0.0
PO-08410,2023-08-22,2023-08-29,2023-09-22,IT & Software,IT & Software - Item 489,Netsecure Pro,Marketing,4,12805.83,51223.32,N,2023,8,Q3,31,1,2023-08,51223.32,0.0
PO-08411,2023-11-12,2023-11-18,2024-01-04,Raw Materials,Raw Materials - Item 541,Steelcore Industries,Finance,28,1523.39,42654.92,Y,2023,11,Q4,53,0,2023-11,42654.920000000006,7.275957614183426e-12
PO-08412,2023-05-27,2023-06-08,2023-06-11,Marketing,Marketing - Item 196,Creativeworks Inc,Operations,21,1835.34,38542.14,Y,2023,5,Q2,15,0,2023-05,38542.14,0.0
PO-08413,2023-09-23,2023-10-01,2023-11-04,Office Supplies,Office Supplies - Item 759,Printmaster Co,Operations,24,385.72,9257.28,N,2023,9,Q3,42,1,2023-09,9257.28,0.0
PO-08414,2023-06-08,2023-06-19,2023-07-20,Logistics,Logistics - Item 352,Freightmaster Inc,IT,43,6094.92,262081.56,Y,2023,6,Q2,42,0,2023-06,262081.56,0.0
PO-08415,2023-04-08,2023-04-15,2023-05-21,MRO,MRO - Item 278,Toolmaster Supply,IT,18,1214.23,21856.14,Y,2023,4,Q2,43,0,2023-04,21856.14,0.0
PO-08416,2023-03-18,2023-03-23,2023-04-30,Raw Materials,Raw Materials - Item 634,Eastcoast Polymers,Supply Chain,8,4180.52,33444.16,Y,2023,3,Q1,43,0,2023-03,33444.16,0.0
PO-08417,2023-08-28,2023-09-16,2023-10-14,IT & Software,IT & Software - Item 197,Cloudtech Systems,Sales,49,10125.68,496158.32,N,2023,8,Q3,47,1,2023-08,496158.32,0.0
PO-08418,2023-07-26,2023-08-02,2023-09-19,MRO,MRO - Item 315,Fasttrack Mro,HR,30,1412.44,42373.2,Y,2023,7,Q3,55,0,2023-07,42373.200000000004,7.275957614183426e-12
PO-08419,2023-10-22,2023-11-06,2023-12-20,IT & Software,IT & Software - Item 105,Cloudtech Systems,Marketing,24,10868.07,260833.68,N,2023,10,Q4,59,1,2023-10,260833.68,0.0
PO-08420,2023-02-11,2023-02-17,2023-03-03,Facilities,Facilities - Item 449,Buildright Maintenance,Operations,12,725.66,8707.92,Y,2023,2,Q1,20,0,2023-02,8707.92,0.0
PO-08421,2024-04-18,2024-04-24,2024-05-22,Facilities,Facilities - Item 705,Cleanpro Services,Supply Chain,6,1894.63,11367.78,Y,2024,4,Q2,34,0,2024-04,11367.78,0.0
PO-08422,2024-05-04,2024-05-22,2024-05-28,MRO,MRO - Item 687,Fasttrack Mro,Operations,39,63.02,2457.78,Y,2024,5,Q2,24,0,2024-05,2457.78,0.0
PO-08423,2023-04-09,2023-04-16,2023-05-14,MRO,MRO - Item 405,Fasttrack Mro,Operations,22,1055.18,23213.96,Y,2023,4,Q2,35,0,2023-04,23213.960000000003,3.637978807091713e-12
PO-08424,2024-02-09,2024-02-29,2024-03-23,MRO,MRO - Item 576,Toolmaster Supply,Sales,40,1136.82,45472.8,N,2024,2,Q1,43,1,2024-02,45472.799999999996,7.275957614183426e-12
PO-08425,2023-05-06,2023-05-17,2023-05-31,Logistics,Logistics - Item 813,Aircargo Solutions,Operations,27,4513.89,121875.03,Y,2023,5,Q2,25,0,2023-05,121875.03000000001,1.4551915228366852e-11
PO-08426,2023-04-23,2023-05-07,2023-05-27,Facilities,Facilities - Item 985,Cleanpro Services,Sales,43,1658.04,71295.72,Y,2023,4,Q2,34,0,2023-04,71295.72,0.0
PO-08427,2023-12-31,2024-01-13,2024-02-16,Office Supplies,Office Supplies - Item 106,Officeworld Ltd,Operations,38,12.32,468.16,N,2023,12,Q4,47,1,2023-12,468.16,0.0
PO-08428,2024-05-07,2024-05-15,2024-06-06,MRO,MRO - Item 643,Safeguard Equipment,Marketing,29,1440.38,41771.02,Y,2024,5,Q2,30,0,2024-05,41771.020000000004,7.275957614183426e-12
PO-08429,2024-05-08,2024-05-24,2024-07-04,IT & Software,IT & Software - Item 742,Techbridge Corp,Operations,12,10538.69,126464.28,N,2024,5,Q2,57,1,2024-05,126464.28,0.0
PO-08430,2023-07-10,2023-07-20,2023-09-05,Raw Materials,Raw Materials - Item 797,Steelcore Industries,Operations,25,956.06,23901.5,N,2023,7,Q3,57,1,2023-07,23901.5,0.0
PO-08431,2024-01-24,2024-02-02,2024-03-10,Marketing,Marketing - Item 413,Techbridge Corp,Sales,40,13308.85,532354.0,Y,2024,1,Q1,46,0,2024-01,532354.0,0.0
PO-08432,2023-11-21,2023-12-06,2024-01-18,Facilities,Facilities - Item 409,Cleanpro Services,Finance,4,1841.15,7364.6,Y,2023,11,Q4,58,0,2023-11,7364.6,0.0
PO-08433,2023-05-01,2023-05-15,2023-06-05,MRO,MRO - Item 968,Proparts Inc,Operations,37,691.79,25596.23,Y,2023,5,Q2,35,0,2023-05,25596.23,0.0
PO-08434,2023-04-19,2023-04-30,2023-05-25,Professional Services,Professional Services - Item 603,Strategyfirst Partners,Operations,1,16182.76,16182.76,Y,2023,4,Q2,36,0,2023-04,16182.76,0.0
PO-08435,2024-02-09,2024-02-25,2024-03-18,Raw Materials,Raw Materials - Item 530,Northstar Composites,Supply Chain,16,1196.61,19145.76,Y,2024,2,Q1,38,0,2024-02,19145.76,0.0
PO-08436,2023-07-06,2023-07-25,2023-08-07,Raw Materials,Raw Materials - Item 740,Steelcore Industries,Operations,16,1050.25,16804.0,Y,2023,7,Q3,32,0,2023-07,16804.0,0.0
PO-08437,2023-07-22,2023-08-04,2023-09-03,MRO,MRO - Item 202,Primechem Solutions,Marketing,28,1200.05,33601.4,Y,2023,7,Q3,43,0,2023-07,33601.4,0.0
PO-08438,2024-03-25,2024-04-08,2024-04-14,Professional Services,Professional Services - Item 774,Hrpro Consultants,R&D,18,11781.69,212070.42,N,2024,3,Q1,20,1,2024-03,212070.42,0.0
PO-08439,2024-03-12,2024-03-17,2024-04-11,Professional Services,Professional Services - Item 776,Apex Consulting Group,Finance,13,2297.1,29862.3,Y,2024,3,Q1,30,0,2024-03,29862.3,0.0
PO-08440,2023-03-22,2023-04-10,2023-05-04,Facilities,Facilities - Item 783,Buildright Maintenance,Operations,13,1757.39,22846.07,Y,2023,3,Q1,43,0,2023-03,22846.07,0.0
PO-08441,2023-05-27,2023-06-05,2023-06-17,Logistics,Logistics - Item 843,Crossborder Express,Marketing,41,7561.13,310006.33,Y,2023,5,Q2,21,0,2023-05,310006.33,0.0
PO-08442,2023-06-17,2023-06-30,2023-07-15,Professional Services,Professional Services - Item 513,Apex Consulting Group,HR,4,15936.11,63744.44,Y,2023,6,Q2,28,0,2023-06,63744.44,0.0
PO-08443,2024-04-08,2024-04-20,2024-05-17,MRO,MRO - Item 496,Precisionparts Co,Finance,39,56.19,2191.41,Y,2024,4,Q2,39,0,2024-04,2191.41,0.0
PO-08444,2024-02-16,2024-02-23,2024-03-09,Raw Materials,Raw Materials - Item 291,Globalmat Corp,Operations,29,3045.88,88330.52,Y,2024,2,Q1,22,0,2024-02,88330.52,0.0
PO-08445,2024-04-18,2024-04-24,2024-05-16,Facilities,Facilities - Item 919,Buildright Maintenance,Supply Chain,35,1802.25,63078.75,Y,2024,4,Q2,28,0,2024-04,63078.75,0.0
PO-08446,2023-04-28,2023-05-08,2023-06-22,IT & Software,IT & Software - Item 874,Datacore Solutions,IT,3,362.3,1086.9,Y,2023,4,Q2,55,0,2023-04,1086.9,0.0
PO-08447,2023-02-17,2023-02-25,2023-03-04,Logistics,Logistics - Item 840,Swiftlogistics Group,Operations,10,2828.94,28289.4,Y,2023,2,Q1,15,0,2023-02,28289.4,0.0
PO-08448,2023-07-31,2023-08-20,2023-08-18,MRO,MRO - Item 930,Safeguard Equipment,Marketing,34,205.02,6970.68,Y,2023,7,Q3,18,0,2023-07,6970.68,0.0
PO-08449,2024-04-13,2024-04-20,2024-05-29,Facilities,Facilities - Item 248,Cleanpro Services,IT,46,2247.88,103402.48,N,2024,4,Q2,46,1,2024-04,103402.48000000001,1.4551915228366852e-11
